x,y
-2253747,9046006
-2253857,9045307
-2252749,9044912
-2253752,9042571
-2252789,9042726
-2255492,9041939
-2252393,9041257
-2253454,9040961
-2254089,9039416
-2254098,9039108
-2254663,9038277
-2253666,9039753
-2257164,9042085
-2252232,9039850
-2254607,9037168
-2252855,9040156
-2252276,9038106
-2254196,9036974
-2252213,9037749
-2259295,9041542
-2259723,9042223
-2258981,9040749
-2257675,9040740
-2259073,9039289
-2259758,9040458
